college_name,city,state,type_des,degree_des,campus_des,median_family_income,retention,population_recieving_loan,fed_loan_recipients,population_recieving_pell,pell_recipients,instate_tuition,outofstate_tuition,attendance_cost,avg_net_price,first_bracket_net_price,second_bracket_net_price,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,median_earnings,avg_earnings_from_low_income_bracket,avg_earnings_from_mid_income_bracket,avg_earnings_from_high_income_bracket,earning_above_threshold,completion_rate,debt_high_income,population_debt_high_income,debt_mid_income,population_debt_mid_income,debt_low_income,population_debt_low_income,debt_pell,population_debt_pell,debt_nopell,population_debt_nopell,debt_withdrew,debt_graduated,population_repayment_cohort,repayment_rate
University of Oregon,Eugene,OR,public,bachelors,main,54318,0.8672,0.949999988,0.418,0.50999999,0.2585,9763,29788,22390,16057,11496,13008,16678,20420,20899,41600,44800,46800,48500,0.753740191,0.669208958,17000,2518,18963,1892,19500,2236,20500,3802,15000,2869,10333,21535,5042,0.853827846
Portland State University,Portland,OR,public,bachelors,main,29525.5,0.7303,0.930000007,0.5297,0.639999986,0.4019,7878,23088,19843,14145,11306,12329,16242,18671,18904,42800,44800,50600,51400,0.738322318,0.415153616,15092,2028,17591,3233,20694.5,7164,21939,8814,12500,3648,14166,24568.5,8684,0.815637955
Southern Oregon University,Ashland,OR,public,bachelors,main,40096.5,0.6693,0.930000007,0.4882,0.610000014,0.3855,7438,19900,18285,13551,10779,13292,13731,16303,17173,37300,38000,42800,42600,0.695926964,0.341126809,16400,576,16000,746,20817,1279,20791,1856,12500,754,15146,22804,1864,0.777896996
Western Oregon University,Monmouth,OR,public,bachelors,main,53889,0.685,0.949999988,0.6583,0.560000002,0.4433,8634,21759,21732,16732,15105,14669,17748,20933,21076,38500,38300,40300,42700,0.732456148,0.44475018,15663,738,17000,835,19466,1006,19751,1728,14500,858,11500,25000,1929,0.811301192
Bloomsburg University of Pennsylvania,Bloomsburg,PA,public,bachelors,main,72266.5,0.8063,0.939999998,0.6848,0.439999998,0.3037,8582,18706,21732,18639,14382,15330,19012,20965,21549,43800,40100,46100,47700,0.79667896,0.629776005,18803.5,2012,19500,1539,17221,1109,PrivacySuppressed,PrivacySuppressed,15750,2357,8750,25568,3209,0.881271424
California University of Pennsylvania,California,PA,public,bachelors,main,60595,0.7981,0.959999979,0.7454,0.50999999,0.3803,9239,13091,23081,18655,14454,16150,18938,21592,22554,38100,36600,40500,43100,0.738935828,0.501615936,18750,1365,20721,1661,17750,1445,20299,2634,17500,1842,11500,25000,3631,0.823740017
Cheyney University of Pennsylvania,Cheyney,PA,public,bachelors,main,26084,0.5429,0.910000026,0.8636,0.839999974,0.7696,8806,13302,21605,14176,13125,14502,16793,20269,21605,30000,30000,30900,32700,0.587136924,0.236342937,12000,89,15095,304,15250,632,17425,895,9500,130,12650,31000,789,0.306717364
Clarion University of Pennsylvania,Clarion,PA,public,bachelors,main,57055.5,0.7572,0.939999998,0.7167,0.540000021,0.388,9404,13237,20478,16613,12933,13774,16982,19512,20359,37200,33200,39300,42600,0.729543507,0.505613266,19187.5,952,21023.5,1236,15834,1037,19875,1937,17750,1291,9500,26000,2706,0.807464893
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,public,bachelors,main,76873.5,0.7128,0.959999979,0.65,0.379999995,0.3029,8991,19115,20282,16638,12036,12921,17229,19415,19810,42900,39800,43500,44300,0.770474136,0.566436416,17625,1630,17000,1097,15118.5,946,PrivacySuppressed,PrivacySuppressed,14814.5,1876,12000,23955,2619,0.872852234
Edinboro University of Pennsylvania,Edinboro,PA,public,bachelors,main,51587,0.723,0.959999979,0.7777,0.579999983,0.4558,8849,12701,19886,15474,12161,13215,16060,18691,19182,33900,34100,36100,39400,0.672124445,0.417894949,18500,1159,19500,1469,17407,1483,20473,2623,15250,1492,10250,27000,3265,0.774578867
Indiana University of Pennsylvania-Main Campus,Indiana,PA,public,bachelors,main,63430,0.734,0.959999979,0.7292,0.50999999,0.362,9080,20216,22936,19006,14707,15826,19286,22223,22754,38000,37000,39100,44600,0.733035743,0.50693631,20475,2815,21500,2645,19218,2089,22250,4258,18500,3297,11388,27000,5466,0.825832419
Kutztown University of Pennsylvania,Kutztown,PA,public,bachelors,main,74351,0.7291,0.959999979,0.7281,0.400000006,0.316,8819,18943,23130,19518,14850,16066,19804,22440,22958,41400,40100,43300,44200,0.780864179,0.546076899,18817,2250,19250,1628,17000,1217,PrivacySuppressed,PrivacySuppressed,16750,2635,9500,26000,4126,0.877847794
Lincoln University of Pennsylvania,Lincoln University,PA,public,bachelors,main,35974,0.7159,0.980000019,0.8911,0.680000007,0.6429,9804,15084,22497,14754,13141,14244,17334,19468,20698,34900,32400,37900,36700,0.668693006,0.383934579,PrivacySuppressed,PrivacySuppressed,25387,432,24483.5,556,27000,856,PrivacySuppressed,PrivacySuppressed,14778,33830,1140,0.398245614
Lock Haven University,Lock Haven,PA,public,bachelors,main,61119,0.7025,0.949999988,0.7814,0.519999981,0.3919,8899,17023,19145,15151,10624,11939,15607,18343,18929,39100,36200,39000,44000,0.742034316,0.471702178,19012,1023,18750,1239,15250,805,19000,1739,16183,1335,9283.5,27000,2383,0.843054973
Mansfield University of Pennsylvania,Mansfield,PA,public,bachelors,main,53497,0.7193,0.970000029,0.7758,0.560000002,0.4394,9192,19316,21432,17045,13597,14410,17436,20471,20676,38100,35600,41400,41000,0.719696999,0.487326741,PrivacySuppressed,PrivacySuppressed,20500,684,19250,641,21500,1171,PrivacySuppressed,PrivacySuppressed,9500,27000,1727,0.825130284
Millersville University of Pennsylvania,Millersville,PA,public,bachelors,main,73644,0.8112,0.959999979,0.6789,0.389999986,0.3148,8866,18990,21756,18021,13434,14345,17490,20892,21473,43200,40800,42700,45800,0.801805675,0.626310345,18750,1718,18697.5,1534,17500,1165,19263,2218,17500,2211,12000,25000,3176,0.886020151
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,public,bachelors,branch,70439.5,0.8324,0.959999979,0.7036,0.449999988,0.3156,14240,21302,27759,22461,16838,18119,21474,25245,27150,47500,47000,50400,58300,0.808305502,0.684295496,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,public,bachelors,branch,70439.5,0.7143,0.959999979,0.6545,0.449999988,0.3371,13412,20018,20315,15104,10513,12884,14589,17434,17998,47500,47000,50400,58300,0.808305502,0.481366501,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Shenango,Sharon,PA,public,bachelors,branch,70439.5,0.7727,0.959999979,0.7422,0.449999988,0.5467,13318,19874,21867,14244,12670,13070,14066,18561,20767,47500,47000,50400,58300,0.808305502,0.322801575,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,public,bachelors,branch,70439.5,0.8125,0.959999979,0.6823,0.449999988,0.3355,13354,19960,20301,14309,10214,10931,13818,17255,17638,47500,47000,50400,58300,0.808305502,0.502797191,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,public,bachelors,branch,70439.5,0.6537,0.959999979,0.7245,0.449999988,0.4652,13486,20162,20183,14410,11295,11723,15487,17663,19370,47500,47000,50400,58300,0.808305502,0.469929599,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,public,bachelors,branch,70439.5,0.8113,0.959999979,0.5832,0.449999988,0.3572,13602,20278,19456,13436,9559,10268,13813,17333,18521,47500,47000,50400,58300,0.808305502,0.509117808,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Altoona,Altoona,PA,public,bachelors,branch,70439.5,0.8294,0.959999979,0.715,0.449999988,0.3329,14240,21302,27591,22976,18193,18704,22340,25402,26851,47500,47000,50400,58300,0.808305502,0.673434515,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Beaver,Monaca,PA,public,bachelors,branch,70439.5,0.6766,0.959999979,0.6653,0.449999988,0.365,13470,20076,22942,17232,12691,13617,17091,21026,21821,47500,47000,50400,58300,0.808305502,0.441547495,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Berks,Reading,PA,public,bachelors,branch,70439.5,0.7765,0.959999979,0.6832,0.449999988,0.3405,14240,21302,25931,20795,15966,17015,21199,23733,24981,47500,47000,50400,58300,0.808305502,0.54995147,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,public,bachelors,branch,70439.5,0.8194,0.959999979,0.6392,0.449999988,0.3456,14240,21302,26651,20547,16046,16901,20893,24148,24491,47500,47000,50400,58300,0.808305502,0.607128968,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Brandywine,Media,PA,public,bachelors,branch,70439.5,0.7354,0.959999979,0.6186,0.449999988,0.3403,13608,20284,19297,13691,9539,10188,13411,16825,18014,47500,47000,50400,58300,0.808305502,0.392968743,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Main Campus,University Park,PA,public,bachelors,main,70439.5,0.9236,0.959999979,0.522,0.449999988,0.1768,16992,29566,31625,27032,19268,21229,25028,28929,30485,47500,47000,50400,58300,0.808305502,0.852433416,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,public,bachelors,branch,70439.5,0.7098,0.959999979,0.7543,0.449999988,0.5024,13464,20070,24415,16863,13846,15258,17353,21471,22915,47500,47000,50400,58300,0.808305502,0.444008,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Abington,Abington,PA,public,bachelors,branch,70439.5,0.7689,0.959999979,0.6044,0.449999988,0.4156,13608,20284,19611,13276,9633,11544,14036,17857,18926,47500,47000,50400,58300,0.808305502,0.473054198,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,public,bachelors,branch,70439.5,0.7079,0.959999979,0.7716,0.449999988,0.5283,13550,20226,24227,17030,13899,15827,18239,22076,22480,47500,47000,50400,58300,0.808305502,0.393642857,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Pennsylvania State University-Penn State York,York,PA,public,bachelors,branch,70439.5,0.7624,0.959999979,0.5671,0.449999988,0.3143,13602,20278,19761,14717,11360,10987,14875,17466,18634,47500,47000,50400,58300,0.808305502,0.475756449,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
University of Pittsburgh-Bradford,Bradford,PA,public,bachelors,branch,71893,0.7,0.980000019,0.7833,0.379999995,0.4526,13078,23682,23732,16199,13450,12833,16302,19574,19551,48200,50000,51600,60300,0.828185618,0.507477844,21500,5272,22396,3606,22500,2447,24557.5,4950,20500,6393,10596,26896.5,9030,0.899224806
University of Pittsburgh-Greensburg,Greensburg,PA,public,bachelors,branch,71893,0.8299,0.980000019,0.7191,0.379999995,0.52,13128,23732,23343,16996,13471,13244,17566,19511,19702,48200,50000,51600,60300,0.828185618,0.508379731,21500,5272,22396,3606,22500,2447,24557.5,4950,20500,6393,10596,26896.5,9030,0.899224806
University of Pittsburgh-Johnstown,Johnstown,PA,public,bachelors,branch,71893,0.7461,0.980000019,0.7285,0.379999995,0.3056,13130,23734,23709,18539,14018,15122,18431,21131,21058,48200,50000,51600,60300,0.828185618,0.551942778,21500,5272,22396,3606,22500,2447,24557.5,4950,20500,6393,10596,26896.5,9030,0.899224806
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,public,bachelors,main,71893,0.9087,0.980000019,0.5513,0.379999995,0.1706,17100,27106,30410,26861,20132,22598,25108,28385,29598,48200,50000,51600,60300,0.828185618,0.79714071,21500,5272,22396,3606,22500,2447,24557.5,4950,20500,6393,10596,26896.5,9030,0.899224806
Shippensburg University of Pennsylvania,Shippensburg,PA,public,bachelors,main,75275.5,0.7135,0.970000029,0.7063,0.370000005,0.3021,9448,17916,20840,17420,12369,13473,17141,19974,20581,45200,46900,48200,50800,0.845094681,0.55909204,16752,1672,19500,1350,17125,843,PrivacySuppressed,PrivacySuppressed,15750,2053,8750,26000,2939,0.879550868
Slippery Rock University of Pennsylvania,Slippery Rock,PA,public,bachelors,main,64717,0.8236,0.970000029,0.7326,0.479999989,0.322,9027,12529,21303,17647,12489,13831,17198,20290,21028,39000,38100,39600,42600,0.750787377,0.622895676,19732.5,1888,21500,1565,19824.5,1070,22100,2265,19303.5,2266,9500,25719.5,3513,0.884144606
Temple University,Philadelphia,PA,public,bachelors,main,56155,0.8883,0.959999979,0.6583,0.5,0.3352,14096,24122,27247,20845,16759,17606,19443,21914,24476,46500,53600,50500,51800,0.791706085,0.661003279,20700,5342,23195,4079,22000,4641,25000,7749,18461.5,6336,13751,25799,10963,0.862263979
West Chester University of Pennsylvania,West Chester,PA,public,bachelors,main,82783,0.8736,0.970000029,0.6315,0.349999994,0.2406,8850,18974,24997,22254,16581,17745,21477,24294,24748,46500,45700,47900,50300,0.812539399,0.687332178,19500,3174,20500,1776,20000,1347,21875,2665,18750,3641,14000,23811,4295,0.908032596
Rhode Island College,Providence,RI,public,bachelors,main,52408,0.7746,0.879999995,0.5734,0.519999981,0.3896,7602,18300,14858,9938,6016,7116,10767,13590,14477,39600,37500,41200,43200,0.728216946,0.429895172,15000,1036,16969,1178,14522,1403,16044,2177,14000,1444,10566.5,22300,2624,0.841082317
University of Rhode Island,Kingston,RI,public,bachelors,main,78122.5,0.8128,0.949999988,0.7029,0.400000006,0.2674,12450,28016,26262,18179,11660,14690,18076,21362,24049,48200,46200,52300,56300,0.813078523,0.631679478,19000,2737,20000,1554,20000,1245,21752.5,2534,17500,3007,9500,23250,4269,0.869992973
College of Charleston,Charleston,SC,public,bachelors,main,71255,0.8262,0.949999988,0.4288,0.409999996,0.2257,10626,27090,25086,15915,11439,13964,17423,18781,19413,39700,42100,41500,47700,0.747899175,0.665657015,15750,1630,16764,1100,19000,1126,19500,1975,13972.5,1896,9500,22341,2594,0.84387047
Citadel Military College of South Carolina,Charleston,SC,public,bachelors,main,83389,0.8459,0.949999988,0.5215,0.379999995,0.2355,10838,29639,24827,17146,11114,14428,15861,20287,20300,52500,52200,52700,56900,0.825581372,0.674548637,19500,508,20250,330,20047,227,PrivacySuppressed,PrivacySuppressed,19322.5,590,12500,24211,742,0.869272237
Clemson University,Clemson,SC,public,bachelors,main,87306,0.9194,0.959999979,0.4174,0.379999995,0.1782,13054,30488,27944,12377,7815,15083,10490,13208,14903,49400,53400,53000,57100,0.841360748,0.820604838,19500,2705,20750,1387,21860,1139,23000,2292,18650,2949,12000,22388.5,3689,0.936026023
Francis Marion University,Florence,SC,public,bachelors,main,38222,0.6683,0.939999998,0.7148,0.649999976,0.5603,9386,18364,19965,12104,10478,12350,14356,15140,,32300,34300,35800,39100,0.674369752,0.415666709,15125,414,20287.5,692,20000,1212,20658,1759,14250,563,11625,31251,1663,0.734816597
Lander University,Greenwood,SC,public,bachelors,main,45814,0.6138,0.920000017,0.6743,0.620000005,0.4914,10100,19136,21628,13834,11285,13466,15638,16243,16830,33900,33200,38300,36700,0.709832132,0.451997428,PrivacySuppressed,PrivacySuppressed,16000,594,14750,723,16000,1203,PrivacySuppressed,PrivacySuppressed,9500,26780,1304,0.783742331
Medical University of South Carolina,Charleston,SC,public,bachelors,main,21383,,0.99000001,0.8824,0.119999997,0.1324,,,,,,,,,,73400,108300,82100,72800,0.908847213,,15000,51,15039,76,2000,623,PrivacySuppressed,PrivacySuppressed,2500,721,2500,3000,277,PrivacySuppressed
University of South Carolina-Aiken,Aiken,SC,public,bachelors,main,41442,0.6578,0.920000017,0.5839,0.610000014,0.4158,9308,18340,18466,11363,8893,10326,13086,14829,15022,37000,39500,40000,43200,0.767415702,0.425377612,12000,462,15502,535,13299.5,714,15943.5,1138,PrivacySuppressed,PrivacySuppressed,9500,26000,1303,0.827321566
University of South Carolina-Beaufort,Bluffton,SC,public,bachelors,main,34946,0.5578,0.870000005,0.6089,0.639999986,0.3955,8972,18824,19354,13874,11086,12603,15718,16309,16322,32400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.636363626,0.249982051,PrivacySuppressed,PrivacySuppressed,12000,367,12500,440,13956.5,704,PrivacySuppressed,PrivacySuppressed,9500,24250,637,0.734693878
University of South Carolina-Columbia,Columbia,SC,public,bachelors,main,63282.5,0.8738,0.949999988,0.4922,0.439999998,0.2394,10816,28528,23685,16523,10048,13669,16698,18601,20104,42100,50700,47800,50800,0.788488507,0.725458097,18714,3850,19542,2576,19500,2474,21500,4467,15704,4462,13500,22500,6243,0.903411821
Coastal Carolina University,Conway,SC,public,bachelors,main,67086.5,0.6264,0.949999988,0.6858,0.460000008,0.377,9760,22770,21601,14511,12197,13701,16438,17880,18512,36200,36200,37600,43600,0.703892767,0.465463925,13000,1956,15750,1507,16000,1823,18000,2986,12000,2318,8250,25000,3300,0.823030303
South Carolina State University,Orangeburg,SC,public,bachelors,main,28809,0.6027,0.930000007,0.8187,0.829999983,0.7041,9776,18910,25265,17724,17125,17467,19548,20691,19258,30400,32300,35800,33500,0.623015881,0.351045606,21625,230,21750,664,22000,1429,23300,2019,14625,306,12250,37000,2164,0.452402957
University of South Carolina-Upstate,Spartanburg,SC,public,bachelors,main,41002.5,0.661,0.930000007,0.6512,0.600000024,0.4555,10198,20226,20848,13392,10656,11880,15115,16701,17394,36100,37600,38500,43500,0.721763074,0.390325473,14250,825,15829,1119,17248,1387,18081.5,2168,12500,1173,11181,23250,2523,0.805786762
Winthrop University,Rock Hill,SC,public,bachelors,main,56621.5,0.7178,0.959999979,0.6564,0.529999971,0.4045,13670,26240,24595,15311,13018,13740,15909,17915,18837,36100,35800,38700,39700,0.75140059,0.544826886,19688,791,21500,898,18750,965,22500,1713,15597,947,9500,27000,2083,0.760921747
Black Hills State University,Spearfish,SD,public,bachelors,main,45782.5,0.5934,0.949999988,0.5873,0.560000002,0.3475,7617,9617,15906,13407,10478,15451,13835,14787,14887,34400,34400,39100,40200,0.686755955,0.358957263,11678,579,13450,804,14600,939,16406,1487,9875,847,9500,25950,1816,0.825991189
Dakota State University,Madison,SD,public,bachelors,main,52416,0.6926,0.980000019,0.4321,0.540000021,0.2364,7506,9506,17201,14431,10734,12195,15259,16183,16549,37400,37300,41100,46200,0.793377459,0.453560223,PrivacySuppressed,PrivacySuppressed,15000,527,12016,379,15250,703,PrivacySuppressed,PrivacySuppressed,8836,24933,855,0.839766082
Northern State University,Aberdeen,SD,public,bachelors,main,48591.5,0.7108,0.970000029,0.4196,0.579999983,0.2255,7563,9562,17334,14387,11371,12307,15369,16097,16508,33200,31000,37700,38800,0.703539848,0.451195474,12000,346,14250,445,12500,391,15178,715,9875,474,8660,25654.5,913,0.809419496
South Dakota School of Mines and Technology,Rapid City,SD,public,bachelors,main,57505.5,0.7886,0.939999998,0.5507,0.479999989,0.2523,10040,12870,20234,16443,12403,15120,16590,17649,18082,52300,49400,59500,61400,0.820224702,0.496785256,12000,297,16500,294,PrivacySuppressed,PrivacySuppressed,19187.5,422,PrivacySuppressed,PrivacySuppressed,8774,27100,603,0.912106136
